,casos_2211001,casos_est_2211001,casos_est_min_2211001,casos_est_max_2211001,p_rt1_2211001,p_inc100k_2211001,temp_min_2211001,temp_mean_2211001,temp_max_2211001,temp_amp_2211001,umid_min_2211001,umid_max_2211001,umid_mean_2211001,umid_amp_2211001,pressao_min_2211001,pressao_max_2211001,pressao_mean_2211001,precip_tot_2211001
2010-01-03,1,1.0,1,1.0,0.0,0.11519742,23.57060885714285,26.76779164285714,29.964974428571427,6.3943655714285725,66.21458042857144,95.62926928571429,80.92192485714287,29.41468885714285,0.9953376228571428,0.9991551728571428,0.0019087749999999,2.855525771428572
2010-01-10,6,6.0,6,6.0,0.0,0.6911845,24.016950428571427,28.005891785714283,31.994833142857143,7.977882714285716,56.51025557142857,94.95187557142856,75.73106557142857,38.44162,0.9952755971428572,0.9987604371428572,0.0017424199999999,0.7784371285714285
2010-01-17,4,4.0,4,4.0,0.0,0.46078968,23.913317142857142,28.429582928571428,32.94584871428572,9.032531571428574,55.82649842857143,95.354782,75.59064021428571,39.528283571428574,0.9963538585714286,1.0001054442857142,0.0018757928571428,1.497251475714286
2010-01-24,3,3.0,3,3.0,0.0,0.34559226,24.07563114285714,28.980174428571427,33.88471771428571,9.809086571428573,51.409597000000005,93.63226657142856,72.52093178571428,42.22266957142857,0.9948736228571428,0.9991229385714284,0.0021246578571428,1.60694
2010-01-31,0,0.0,0,0.0,0.0,0.0,23.67599057142857,27.642142071428573,31.60829357142857,7.932303000000001,62.72607057142857,97.82703,80.2765502857143,35.10095942857144,0.9944332828571428,0.99830161,0.0019341635714286,3.604028571428572
2010-02-07,0,0.0,0,0.0,0.0,0.0,25.228227714285715,29.780759357142852,34.333291,9.10506328571428,49.761027285714285,93.70011642857142,71.73057185714285,43.939089142857135,0.9941139542857144,0.9979542671428572,0.0019201564285714,0.3456971432857143
2010-02-14,1,1.0,1,1.0,0.49223122,0.11519742,23.71324357142857,27.42035992857143,31.127476285714287,7.414232714285717,65.79003942857143,98.70753871428572,82.24878907142858,32.917499285714285,0.9941383814285716,0.99794464,0.0019031292857142,4.554847185714285
2010-02-21,2,2.0,2,2.0,0.8759624,0.23039484,25.01913,29.623896928571423,34.228663857142855,9.209533857142858,52.16929328571428,93.59881371428573,72.8840535,41.42952042857143,0.9942512642857144,0.9985802,0.0021644678571428,0.24464857
2010-02-28,0,0.0,0,0.0,0.0,0.0,24.497079000000003,28.6508265,32.804573999999995,8.307494999999992,59.86593328571429,96.42918928571429,78.14756128571429,36.563256,0.9943515257142856,0.9991484357142856,0.002398455,1.8273214428571427
2010-03-07,2,2.0,2,2.0,0.7102028,0.23039484,24.894823285714285,29.186798142857143,33.478773,8.583949714285712,57.19625914285714,92.88994857142858,75.04310385714285,35.69368942857144,0.9946045028571427,0.9990098728571428,0.002202685,0.3024714254285714
