,casos_3156700,p_rt1_3156700,Rt_3156700,p_inc100k_3156700,temp_min_3156700,temp_max_3156700,umid_min_3156700,umid_max_3156700,pressao_min_3156700,pressao_max_3156700,precip_tot_3156700,casos_3154606,p_rt1_3154606,Rt_3154606,p_inc100k_3154606,temp_min_3154606,temp_max_3154606,umid_min_3154606,umid_max_3154606,pressao_min_3154606,pressao_max_3154606,precip_tot_3154606,casos_3106200,p_rt1_3106200,Rt_3106200,p_inc100k_3106200,temp_min_3106200,temp_max_3106200,umid_min_3106200,umid_max_3106200,pressao_min_3106200,pressao_max_3106200,precip_tot_3106200,temp_mean_3106200,temp_amp_3106200,umid_mean_3106200,umid_amp_3106200,pressao_mean_3106200,temp_mean_3154606,temp_amp_3154606,umid_mean_3154606,umid_amp_3154606,pressao_mean_3154606,temp_mean_3156700,temp_amp_3156700,umid_mean_3156700,umid_amp_3156700,pressao_mean_3156700
2012-05-06,2,0.4311647,0.8594446,1.4585233,14.008370428571428,21.882184571428574,66.86788585714285,96.87783785714285,1.0045647628571428,1.0080376857142856,0.6666828688571428,4,0.18711855,0.58924556,1.1827426,14.732439428571428,24.331569142857145,57.230857285714286,92.09717714285715,1.0033468428571428,1.007061942857143,0.20519571714285714,104,0.043175727,0.7989603,4.1244245,14.687569857142858,23.746639,58.83554228571428,93.36691771428572,1.0036839285714285,1.0072422714285714,0.17264428078571428,19.217104428571428,9.05906914285714,76.10123,34.53137542857144,0.0017791714285714244,19.532004285714287,9.599129714285716,74.66401721428572,34.86631985714286,0.0018575500000000966,17.945277500000003,7.873814142857146,81.87286185714285,30.009952,0.001736461428571423
2012-05-13,1,0.3574356,0.6737433,0.72926164,13.631238714285715,22.253117142857143,60.20572528571428,95.03951442857144,1.0030146814285714,1.0068937142857144,0.5735043014285715,2,0.15269616,0.4559726,0.5913713,14.263175,24.038155714285715,54.56556285714286,92.507282,1.0023255857142856,1.006172157142857,0.5410928557142857,91,0.04892594,0.7936163,3.6088712,14.250431714285714,23.51036728571429,56.05359042857143,92.89832414285715,1.002567042857143,1.0063653857142858,0.5896257,18.880399500000003,9.259935571428574,74.47595728571429,36.84473371428572,0.0018991714285714334,19.150665357142856,9.774980714285714,73.53642242857143,37.941719142857146,0.001923285714285683,17.94217792857143,8.621878428571428,77.62261985714287,34.83378914285716,0.001939516428571486
2012-05-20,2,0.6628901,1.5063969,1.4585233,12.529981428571428,18.200705142857142,73.88544357142857,97.811105,1.0055175714285716,1.008303042857143,2.0572371434285714,5,0.73202574,1.5101458,1.4784282,13.939457428571428,20.66636857142857,66.38276857142857,93.63403285714286,1.0043200857142858,1.0074277285714286,1.63947,70,0.008288312,0.6918114,2.7760549,13.54991807142857,19.92941314285714,68.21679714285715,94.90716342857142,1.0046816,1.0076184857142858,1.5126486025714283,16.739665607142854,6.37949507142857,81.56198028571428,26.690366285714276,0.001468442857142871,17.302913,6.726911142857142,80.00840071428571,27.251264285714285,0.0015538214285714114,15.365343285714285,5.670723714285714,85.84827428571428,23.92566142857143,0.0013927357142856645
2012-05-27,1,0.369937,0.69703484,0.72926164,12.843026357142858,22.03961614285714,62.45841842857143,97.79547357142857,1.0048607,1.0085111142857142,0.6206457142857144,3,0.45204735,0.9139707,0.88705695,13.351588714285715,23.722691285714287,57.96344471428571,96.26088628571428,1.0041621428571428,1.0079529142857142,0.48426852700000006,86,0.39797974,0.961791,3.4105816,13.307246785714286,23.20948985714286,58.162946857142856,96.66856928571428,1.0044279,1.0081238142857143,0.2847357057142857,18.258368321428573,9.902243071428574,77.41575807142857,38.50562242857143,0.0018479571428571262,18.53714,10.371102571428573,77.11216549999999,38.29744157142857,0.0018953857142857133,17.44132125,9.196589785714284,80.126946,35.337055142857146,0.0018252071428570549
2012-06-03,1,0.36749426,0.69242185,0.72926164,14.364706642857142,24.806470714285716,59.36269285714286,94.57218285714285,1.0035812,1.0073520714285713,0.4492242774285714,4,0.55374,1.0969597,1.1827426,14.5398385,26.561610857142856,55.04342157142857,94.49453500000001,1.0028155428571428,1.006734742857143,0.2684714284285714,90,0.7368568,1.1013502,3.5692134,14.647609000000001,26.090903,54.736668,94.00578357142857,1.0030743,1.0069278857142856,0.213827146,20.369256,11.443294,74.37122578571429,39.269115571428564,0.0019267928571428117,20.550724678571427,12.021772357142856,74.7689782857143,39.451113428571446,0.0019596000000000613,19.58558867857143,10.441764071428574,76.96743785714285,35.20948999999999,0.001885435714285677
2012-06-10,2,0.6712339,1.5435725,1.4585233,14.834838642857141,22.449223142857143,67.18428671428572,94.70631928571429,1.0043450428571428,1.0079299428571429,0.8475200314285714,6,0.7666936,1.5688334,1.7741139,15.118186,24.157911000000002,62.84695828571428,93.72978428571427,1.0035952714285714,1.0072551142857142,0.5333828614285714,97,0.8403786,1.159594,3.846819,15.113542714285716,23.844600142857143,62.200973,93.95240357142858,1.0038250857142859,1.007434057142857,0.36251142871428577,19.47907142857143,8.731057428571427,78.07668828571428,31.75143057142858,0.0018044857142855975,19.6380485,9.039725000000002,78.28837128571428,30.882825999999994,0.0018299214285714127,18.642030892857143,7.614384500000002,80.945303,27.522032571428568,0.0017924500000000565
2012-06-17,2,0.6582519,1.4864166,1.4585233,12.312011571428572,22.330649142857144,56.408991428571426,96.66469857142856,1.0047987285714286,1.0087519714285713,0.13449285714285714,3,0.3153014,0.71177155,0.88705695,12.68899542857143,24.300554714285713,50.772765285714286,95.120696,1.0039498571428571,1.0081733,0.028185714142857143,81,0.27531594,0.91261995,3.212292,12.807181214285714,23.777308857142856,51.436730571428576,95.64053557142857,1.0042143142857143,1.0083535857142858,0.050287144271428566,18.292245035714284,10.970127642857141,73.53863307142858,44.203804999999996,0.0020696357142857558,18.49477507142857,11.611559285714284,72.94673064285715,44.34793071428571,0.0021117214285714114,17.32133035714286,10.018637571428572,76.536845,40.25570714285713,0.001976621428571357
2012-06-24,1,0.32068324,0.60946655,0.72926164,14.395163428571427,23.215802571428572,60.63991728571428,92.11316428571429,1.0028357714285714,1.0071996142857143,0.08281571414285714,5,0.56160575,1.1008829,1.4784282,14.947091142857143,25.307416714285715,54.20102314285714,89.74624942857143,1.0021453942857144,1.0063300285714285,0.011765714571428571,88,0.44643822,0.9800495,3.4898975,14.762158999999999,24.824606714285714,54.77984428571428,90.95068071428571,1.0024737142857143,1.0066301714285715,0.026052856785714285,19.793382857142856,10.062447714285716,72.8652625,36.17083642857143,0.0020782285714285864,20.127253928571427,10.360325571428572,71.97363628571429,35.54522628571429,0.0020923171428570697,18.805483,8.820639142857145,76.37654078571428,31.473247000000008,0.0021819214285714317
2012-07-01,0,0.0,0.0,0.0,11.572958857142856,21.741960857142857,56.80359371428572,95.01653785714286,1.0078877714285714,1.0114933,0.029252857285714286,1,0.056624595,0.24140435,0.29568565,12.721396285714286,24.031424285714284,49.68684128571429,91.62367800000001,1.0067547714285714,1.010679057142857,0.005172857142857143,70,0.097859114,0.8129316,2.7760549,12.38071542857143,23.376408,50.723599285714286,92.56823928571428,1.0071373428571428,1.0109063285714286,0.010128571285714287,17.878561714285716,10.995692571428572,71.64591928571429,41.84464,0.001884492857142872,18.376410285714286,11.310027999999997,70.65525964285715,41.936836714285725,0.0019621428571428012,16.657459857142857,10.169002,75.9100657857143,38.21294414285715,0.0018027642857142423
2012-07-08,0,0.0,0.0,0.0,11.408748000000001,22.228380428571427,51.148621,91.47850642857144,1.005429957142857,1.0093935285714286,0.023482857157142857,8,0.9044362,2.1409814,2.3654852,11.875545,24.142050714285713,45.556706857142856,90.85769157142856,1.004626257142857,1.0087651285714285,0.0002042857142857143,82,0.50877154,1.0034342,3.25195,11.860669857142856,23.566179714285713,46.664207999999995,91.174675,1.0049229,1.0089977428571428,0.0030999999999999995,17.713424785714285,11.705509857142857,68.91944149999999,44.510467,0.00203742142857144,18.008797857142856,12.266505714285712,68.20719921428571,45.300984714285704,0.00206943571428575,16.818564214285715,10.819632428571426,71.31356371428572,40.32988542857144,0.0019817857142857553
2012-07-15,1,0.7510898,2.4216437,0.72926164,11.410605214285713,22.367104857142856,55.019256,90.51638071428572,1.0030690642857143,1.0074528857142857,0.13298857577142859,4,0.5075137,1.0127532,1.1827426,12.067548428571428,24.60284842857143,48.51586571428572,89.13403242857143,1.0021810757142857,1.0066369857142858,0.01221143,74,0.37636355,0.95028174,2.9346867,12.177904428571427,24.001103,49.466868142857145,87.780394,1.0025077,1.0068662857142858,0.024630000000000003,18.089503714285712,11.823198571428573,68.62363107142858,38.31352585714286,0.0021792928571429115,18.33519842857143,12.535300000000003,68.82494907142858,40.618166714285714,0.002227955000000059,16.888855035714286,10.956499642857143,72.76781835714286,35.49712471428572,0.0021919107142857053
2012-07-22,0,0.0,0.0,0.0,11.213475,21.642582285714287,52.14606814285714,92.892948,1.0058663285714287,1.0097882714285713,0.3182828657142857,2,0.12248761,0.4172375,0.5913713,11.805873428571429,23.813223714285716,45.24078471428572,90.95507214285715,1.0051275,1.0090111857142856,0.13156428714285714,62,0.11532894,0.81549126,2.4587915,11.966901428571429,23.225006142857143,46.03698957142857,91.333215,1.0053673571428572,1.0092095285714284,0.11519857,17.595953785714286,11.258104714285714,68.68510228571428,45.296225428571425,0.0019210857142856197,17.80954857142857,12.007350285714287,68.09792842857144,45.71428742857143,0.0019418428571428281,16.428028642857143,10.429107285714286,72.51950807142858,40.746879857142865,0.001960971428571323
2012-07-29,1,0.7281786,2.185144,0.72926164,11.726941785714287,24.769082,38.298567,79.42288642857143,1.0051833428571428,1.0093117428571428,0.00016714285714285716,2,0.16866747,0.47618833,0.5913713,11.577209428571427,26.620963,32.916825857142854,82.09196214285714,1.0044504857142857,1.008694742857143,0.0,47,0.012805149,0.66119474,1.8639226,11.450871000000001,26.036839000000004,34.30752985714286,82.25342500000001,1.0047391714285714,1.0089435142857144,3.4285714285714284e-05,18.743855000000003,14.585968000000003,58.28047742857143,47.94589514285715,0.0021021714285714976,19.099086214285713,15.043753571428573,57.504394,49.17513628571429,0.002122128571428572,18.248011892857143,13.042140214285714,58.86072671428572,41.12431942857143,0.0020641999999999605
2012-08-05,0,0.0,0.0,0.0,11.926906,22.626259714285716,49.112306999999994,91.32322557142857,1.0075524857142857,1.0116207,0.05344000282857143,0,0.0,0.0,0.0,12.581059142857143,24.59935657142857,43.484928714285715,89.50252942857142,1.0066964571428572,1.0109661285714284,0.005127143,30,0.0005918802,0.49683684,1.1897378,12.42041442857143,23.968501285714286,45.09860257142857,90.20856,1.0069732142857144,1.0111389714285715,0.025647142285714287,18.194457857142858,11.548086857142856,67.6535812857143,45.109957428571434,0.002082878571428526,18.590207857142858,12.018297428571426,66.49372907142856,46.017600714285706,0.0021348357142856322,17.27658285714286,10.699353714285715,70.21776628571428,42.21091857142857,0.0020341071428571222
2012-08-12,0,0.0,0.0,0.0,10.966177857142856,20.90986842857143,52.33477457142857,93.14631214285714,1.0079784285714286,1.0113688428571428,0.068422859,0,0.0,0.0,0.0,12.095097142857144,23.33960842857143,44.91687628571429,87.69698585714286,1.0068629714285715,1.0105421285714287,0.04587714285714285,26,0.0067979414,0.5557503,1.0311061,11.90968107142857,22.51664957142857,47.19428271428571,89.81358714285714,1.0072453857142858,1.0107842285714286,0.04705857042857143,17.21316532142857,10.606968499999999,68.50393492857143,42.61930442857143,0.0017694214285713938,17.717352785714287,11.244511285714287,66.30693107142858,42.780109571428575,0.0018395785714285795,15.938023142857142,9.943690571428572,72.74054335714285,40.81153757142857,0.0016952071428570914
2012-08-19,0,0.0,0.0,0.0,12.567081928571428,20.674255285714285,57.846425571428576,95.72707142857143,1.0108144571428572,1.0139755285714285,0.34626714285714283,1,0.6308138,1.5044066,0.29568565,14.2635585,23.091701,48.237369,88.18192285714285,1.0095883142857143,1.0130214142857141,0.08851856942857143,42,0.76806974,1.1802319,1.665633,13.795623857142857,22.22299185714286,51.655314999999995,90.73011,1.0099973142857144,1.0132593,0.16271713971428572,18.009307857142858,8.427368000000001,71.1927125,39.074795,0.0016309928571428545,18.67762975,8.8281425,68.20964592857143,39.94455385714285,0.0017165499999999279,16.620668607142857,8.107173357142857,76.7867485,37.88064585714286,0.0015805357142856247
2012-08-26,0,0.0,0.0,0.0,11.095249571428571,21.411486285714286,47.06458057142857,94.32038014285715,1.0098894571428572,1.0137249142857143,0.12112856714285714,1,0.7508754,2.4192307,0.29568565,12.569192000000001,23.800127142857143,39.85870414285715,87.62711300000001,1.008803542857143,1.0128170285714284,0.030421428285714286,50,0.96736014,1.5007662,1.9828963,12.124040785714286,22.933419285714283,42.51066685714285,90.39836928571428,1.0092099285714284,1.0130917142857143,0.07064714228571428,17.528730035714283,10.809378499999998,66.45451807142857,47.88770242857143,0.0019408928571429396,18.184659571428572,11.230935142857142,63.74290857142858,47.76840885714286,0.0020067428571427515,16.25336792857143,10.316236714285715,70.69248035714286,47.255799571428575,0.0019177285714285786
2012-09-02,0,0.0,0.0,0.0,11.487038642857142,25.261854,37.468692857142855,90.17066942857143,1.0044260571428572,1.0094038571428572,0.06156285857142857,4,0.9500032,4.6188617,1.1827426,12.658525785714286,27.883505714285715,28.511338714285717,86.31188785714286,1.0034803571428572,1.0084374,0.01111,46,0.76135284,1.1655788,1.8242646,12.322322285714284,27.086164142857143,30.95702857142857,87.88793128571429,1.0038099857142857,1.0087454714285715,0.015570000285714286,19.704243214285714,14.76384185714286,59.42247992857143,56.93090271428572,0.002467742857142907,20.27101575,15.224979928571429,57.41161328571429,57.80054914285715,0.002478521428571412,18.37444632142857,13.774815357142858,63.81968114285714,52.701976571428574,0.002488900000000016
2012-09-09,1,0.9631786,18.475819,0.72926164,12.846549,26.028420714285716,36.89043314285714,86.7141,1.0062317857142857,1.0110706857142857,0.007767143142857143,3,0.73219275,1.6939205,0.88705695,14.22839357142857,28.30116042857143,31.563720857142858,81.14137857142858,1.0050958714285714,1.0101942000000002,0.00024142857142857142,67,0.9742313,1.4439332,2.6570811,13.797707714285716,27.551208428571424,33.112746,83.32898214285714,1.0055041142857142,1.0105035,0.0007428571428571429,20.67445807142857,13.753500714285709,58.22086407142857,50.21623614285714,0.00249969285714291,21.264777,14.072766857142858,56.352549714285715,49.57765771428572,0.0025491642857143892,19.437484857142856,13.181871714285716,61.802266571428575,49.82366685714286,0.0024194499999999897
2012-09-16,0,0.0,0.0,0.0,16.076790857142857,28.569004285714282,35.10064642857143,81.09960657142857,1.0015870628571428,1.0065871857142858,0.03402857145714286,2,0.35721835,0.73377585,0.5913713,17.19177685714286,30.669887,31.63395214285714,74.98408500000001,1.0006329571428572,1.0056421714285715,0.10987285742857143,74,0.9692339,1.3950634,2.9346867,16.788168714285714,29.96603342857143,32.474432285714286,77.22975571428572,1.0010047199999998,1.0059719285714286,0.08800714285714285,23.37710107142857,13.177864714285715,54.852094,44.75532342857143,0.002483604285714369,23.93083192857143,13.47811014285714,53.309018571428574,43.35013285714287,0.0025046071428571626,22.32289757142857,12.492213428571425,58.1001265,45.998960142857136,0.0025000614285715095
2012-09-23,1,0.730556,2.207831,0.72926164,15.518036,26.119642142857142,48.00163057142857,85.87116785714285,1.0007397471428572,1.0054198714285714,0.868107142857143,0,0.0,0.0,0.0,17.408826714285713,27.919713,44.423818142857144,77.96473285714285,0.9997858871428571,1.0046454857142857,0.4993185728571428,62,0.4999184,0.9999634,2.4587915,16.72378542857143,27.323159,45.22522057142857,80.99762442857143,1.0001695400000001,1.0049345285714286,0.41293143285714284,22.023472214285714,10.599373571428572,63.1114225,35.772403857142855,0.002382494285714243,22.664269857142855,10.510886285714289,61.194275499999996,33.540914714285705,0.002429799285714296,20.81883907142857,10.601606142857142,66.93639921428571,37.86953728571428,0.002340062142857091
2012-09-30,4,0.963801,5.715059,2.9170465,11.06800617142857,21.614619714285716,51.973364571428576,91.25898928571428,1.0057050571428572,1.0108009,0.6765785714285714,1,0.28750974,0.5560754,0.29568565,12.683275428571429,24.10875157142857,45.83307942857142,85.229118,1.004361157142857,1.0096103428571428,0.3815756857142857,61,0.30515411,0.91399133,2.4191334,12.26426042857143,23.33917214285714,47.47512442857143,86.913325,1.0047741428571428,1.0099396857142857,0.5366999999285714,17.801716285714285,11.074911714285712,67.19422471428571,39.438200571428574,0.00258277142857144,18.3960135,11.425476142857141,65.53109871428572,39.396038571428576,0.0026245928571428934,16.341312942857144,10.546613542857147,71.61617692857143,39.2856247142857,0.002547921428571409
2012-10-07,0,0.0,0.0,0.0,13.548867214285716,25.42814842857143,42.105953428571425,87.10028971428572,1.0033494285714286,1.0076424714285714,0.038651429,4,0.92513084,3.5659788,1.1827426,15.493844285714285,28.198647571428573,34.94075942857143,78.0906657142857,1.0019538142857143,1.0065892857142857,0.0006328571428571428,45,0.035823677,0.70690167,1.7846067,14.756195,27.23289242857143,37.13063985714285,81.70638857142856,1.0024981285714285,1.0070070857142857,0.009514285999999999,20.994543714285715,12.476697428571429,59.41851421428571,44.57574871428571,0.0022544785714285753,21.846245928571427,12.704803285714288,56.515712571428566,43.14990628571427,0.002317735714285729,19.488507821428573,11.879281214285713,64.60312157142857,44.9943362857143,0.002146521428571413
2012-10-14,0,0.0,0.0,0.0,15.165435785714285,24.174333999999998,52.98944671428571,89.91524942857143,1.001895057142857,1.0062471857142856,0.6744600199999999,3,0.7555567,1.8175073,0.88705695,17.22120885714286,27.184038428571426,41.49933528571428,80.031834,1.0003909057142857,1.0050563714285714,0.7168028857142856,56,0.4420238,0.973095,2.2208438,16.545314357142857,26.203787714285713,44.54150457142857,83.3722192857143,1.0009652671428573,1.0054429428571428,0.48697142885714284,21.374551035714283,9.658473357142856,63.95686192857143,38.830714714285726,0.002238837857142739,22.20262364285714,9.962829571428568,60.76558464285714,38.53249871428572,0.0023327328571428607,19.66988489285714,9.008898214285713,71.45234807142857,36.925802714285716,0.002176064285714263
2012-10-21,0,0.0,0.0,0.0,15.026193142857142,25.922149714285716,48.60660742857143,91.062302,1.0001519857142858,1.0049679,0.7278071285714286,2,0.36497825,0.7460167,0.5913713,17.121407714285713,28.28911457142857,41.71512385714285,83.1705477142857,0.9987566614285714,1.0040203142857143,0.32356999557142857,66,0.8744104,1.2333956,2.617423,16.535038571428572,27.691955428571426,42.77464771428571,85.48076571428571,0.9992472514285715,1.0043293428571427,0.20835714214285714,22.113497,11.156916857142853,64.12770671428571,42.706118,0.0025410457142855947,22.70526114285714,11.167706857142857,62.44283578571428,41.455423857142854,0.0026318264285714044,20.47417142857143,10.895956571428574,69.83445471428571,42.45569457142857,0.002407957142857131
2012-10-28,1,0.8268009,3.6444721,0.72926164,18.03393557142857,28.66615085714286,45.34488685714286,82.941327,0.9988970042857144,1.00304082,0.6214557162857143,0,0.0,0.0,0.0,19.673745142857143,30.81107,39.25201557142857,76.27607542857143,0.9977820914285714,1.00216675,0.09668999999999998,45,0.15272038,0.815109,1.7846067,19.145947857142858,30.332297285714283,39.72454328571428,77.93764542857143,0.9981728185714286,1.002436642857143,0.15440999428571428,24.73912257142857,11.186349428571425,58.83109435714286,38.213102142857146,0.002131912142857184,25.242407571428572,11.137324857142858,57.7640455,37.02405985714286,0.0021923292857142784,23.350043214285716,10.632215285714288,64.14310692857143,37.59644014285714,0.0020719078571428406
2012-11-04,1,0.80450714,3.1865103,0.72926164,18.94687314285714,27.622576142857145,56.19279214285715,89.14989914285715,0.9968172099999999,1.0017431657142857,3.690542722857143,2,0.53347653,1.0798101,0.5913713,20.757040857142858,30.391261571428572,46.838078857142854,80.35310128571429,0.9953685057142857,1.0004923057142858,2.159567228142857,46,0.16076013,0.82199866,1.8242646,20.181230857142857,29.535064142857145,48.64386142857143,82.04567057142857,0.9959495828571429,1.0009064,2.3214314285714286,24.8581475,9.353833285714288,65.34476599999999,33.40180914285715,0.002478408571428614,25.574151214285713,9.634220714285714,63.595590071428575,33.515022428571434,0.0025619000000000614,23.284724642857142,8.675703000000006,72.67134564285715,32.957107,0.0024629778571428895
2012-11-11,0,0.0,0.0,0.0,17.021148571428572,22.825313142857144,70.32631257142857,96.28146714285715,0.9987010057142857,1.0023324285714286,4.053859985714285,2,0.68172807,1.5927384,0.5913713,18.506984285714285,24.747702285714286,64.734794,92.15085557142856,0.9977244985714285,1.0012566914285714,3.456828502857143,45,0.2786784,0.88733065,1.7846067,18.029798142857143,24.162418857142857,66.27504685714285,93.44110442857142,0.9980557085714287,1.0016359057142856,3.26087587,21.0961085,6.132620714285714,79.85807564285713,27.166057571428567,0.0017900985714284778,21.627343285714286,6.240718000000001,78.44282478571428,27.41606157142857,0.0017660964285714509,19.92323085714286,5.804164571428572,83.30388985714286,25.95515457142858,0.0018157114285714537
2012-11-18,1,0.6177479,1.4390354,0.72926164,16.28849142857143,23.397273714285713,69.52081885714286,96.47213,0.9991928142857143,1.0027090857142855,2.495107142857143,4,0.8656556,2.4697392,1.1827426,17.912576,25.64726471428571,64.59660814285714,92.58973842857142,0.9981188428571429,1.0018432771428571,2.2702057142857144,76,0.99428016,1.5816948,3.0140023,17.493478,24.819924571428572,66.41932328571428,93.54558857142857,0.9985055942857143,1.0021222571428572,1.7995414357142856,21.156701285714284,7.326446571428573,79.98245592857143,27.126265285714283,0.0018083314285714525,21.779920357142856,7.73468871428571,78.59317328571427,27.993130285714287,0.0018622171428571144,19.84288257142857,7.108782285714284,82.99647442857143,26.95131114285715,0.0017581357142856247
2012-11-25,0,0.0,0.0,0.0,16.75445542857143,25.594268857142858,58.230441285714285,91.83685942857143,0.9983708957142857,1.0026003142857143,1.7495299571714287,3,0.60608274,1.2391814,0.88705695,17.799665,26.975503142857143,57.07842457142857,88.80024442857143,0.9974910157142858,1.0019634628571428,1.6255142285714288,75,0.9667412,1.3824424,2.9743445,17.526925285714288,26.526162285714285,58.052122000000004,89.69254114285715,0.9977714042857143,1.0021461571428572,1.3399200285714286,22.02654378571429,8.999236999999997,73.87233157142857,31.640419142857148,0.0021873764285714192,22.38758407142857,9.175838142857142,72.9393345,31.72181985714286,0.0022362235714284973,21.17436214285714,8.839813428571428,75.03365035714286,33.606418142857144,0.002114709285714278
2012-12-02,0,0.0,0.0,0.0,17.874293714285717,24.575134285714284,68.44052642857143,96.646665,0.9990541842857142,1.00246735,3.3382371,1,0.12781528,0.33694223,0.29568565,19.273642428571428,26.397033857142855,63.67577742857143,92.29488514285715,0.9980032014285715,1.001462792857143,2.978442697142857,62,0.38138852,0.94807786,2.4587915,18.83395842857143,25.802930428571425,65.37229771428572,93.5596137142857,0.9983785314285714,1.0017579428571428,2.6787099999999997,22.31844442857143,6.968971999999994,79.46595571428571,28.18731599999998,0.0016897057142857275,22.83533814285714,7.123391428571427,77.9853312857143,28.619107714285725,0.00172979571428572,21.224714,6.700840571428568,82.54359571428571,28.206138571428568,0.0017065828571429242
2012-12-09,2,0.9207706,5.641457,1.4585233,18.455745285714283,27.494537571428573,55.60444171428571,87.80288771428572,0.9988677471428572,1.0027044142857142,1.7979385357142859,2,0.37370503,0.7600196,0.5913713,19.771257714285717,28.84100357142857,54.07163157142857,84.67453871428572,0.9978572557142857,1.0019415571428572,0.6959043088571428,56,0.12187993,0.81188005,2.2208438,19.136391714285715,28.400290428571427,54.318303,85.70736157142858,0.99825624,1.0022219428571428,0.9202256942857143,23.768341071428573,9.263898714285713,70.0128322857143,31.389058571428578,0.0019828514285714083,24.30613064285714,9.069745857142852,69.37308514285715,30.60290714285715,0.0020421507142857065,22.975141428571426,9.03879228571429,71.70366471428571,32.198446000000004,0.00191833357142851
2012-12-16,2,0.8454495,3.0957372,1.4585233,18.678697857142854,26.908538714285715,64.41600185714286,96.30762428571428,0.9964898114285715,1.0002955228571428,2.6539842357142858,1,0.27020344,0.5296941,0.29568565,19.559949857142858,27.992052285714287,62.249770142857145,94.67670571428572,0.9955652371428572,0.9999276428571429,2.0601657671428573,67,0.5914104,1.0410362,2.6570811,19.29668757142857,27.532950142857143,62.143567142857144,94.802982,0.9959623628571429,1.0000697014285715,1.7978114428571428,23.414818857142855,8.236262571428572,78.47327457142858,32.659414857142856,0.0020536692857143213,23.776001071428574,8.43210242857143,78.46323792857143,32.42693557142857,0.00218120285714285,22.793618285714285,8.229840857142861,80.36181307142857,31.891622428571424,0.0019028557142856672
2012-12-23,1,0.39495212,0.7461293,0.72926164,19.064684,27.807120285714287,58.81861128571428,92.57044914285714,0.9985472257142857,1.00152702,1.4278828742857144,0,0.0,0.0,0.0,20.019670714285716,29.579219428571427,55.00900657142857,90.99065114285715,0.9974438771428572,1.0006686571428571,0.5154057142857142,108,0.999665,1.6933672,4.2830563,19.608559714285715,29.031973571428573,56.118804,91.26806142857143,0.9978329014285715,1.0009794442857143,0.7363271285714285,24.320266642857142,9.423413857142858,73.6934327142857,35.14925742857143,0.0015732714285713878,24.799445071428572,9.559548714285711,72.99982885714286,35.981644571428575,0.0016123899999999636,23.435902142857145,8.742436285714287,75.69453021428572,33.75183785714286,0.0014898971428571328
2012-12-30,3,0.74872875,1.7794613,2.187785,18.524078285714285,27.705884714285713,54.42123742857143,89.08787,0.9988987814285714,1.0030316142857143,1.245387185,12,0.9991325,7.5065675,3.5482278,19.740447857142858,29.59211085714286,48.259217285714286,82.69558614285714,0.997796552857143,1.0020926428571428,0.08350571571428571,275,1.0,3.2372017,10.90593,19.416085428571428,29.132934714285714,48.865704428571426,83.71311857142857,0.9981853357142858,1.0024155857142858,0.3267185582857143,24.274510071428573,9.716849285714286,66.2894115,34.84741414285714,0.0021151249999999955,24.66627935714286,9.851663000000002,65.47740171428572,34.43636885714285,0.002148044999999932,23.1149815,9.181806428571427,71.75455371428572,34.666632571428565,0.0020664164285714715
2013-01-06,4,0.8222822,2.0695972,2.9170465,17.790479428571427,27.595476571428573,50.04533042857143,87.32564157142858,1.0006246057142856,1.005142542857143,0.16513285714285716,11,0.974638,2.8554065,3.2525423,19.605181285714284,29.959054142857145,42.05696157142857,78.016372,0.9993200257142857,1.0040861857142858,0.019684285642857142,304,1.0,2.0884655,12.056009,18.961609000000003,29.293086428571428,43.53030042857143,80.52472428571427,0.9997543742857143,1.0044713857142857,0.04272714385714286,24.127347714285715,10.331477428571425,62.027512357142854,36.99442385714284,0.002358505714285697,24.782117714285715,10.35387285714286,60.03666678571429,35.95941042857143,0.0023830800000000374,22.692978,9.804997142857147,68.685486,37.280311142857144,0.00225896857142871
2013-01-13,1,0.16752902,0.38797027,0.72926164,18.147814142857143,23.991128142857143,68.68096228571429,93.86693785714286,0.9995644885714287,1.0027328571428573,2.9112499714285716,23,0.9954871,2.6274393,6.80077,19.613473,25.853040571428572,62.63100742857143,86.49756142857143,0.99865324,1.0018372714285715,2.2399599714285716,399,1.0,1.6991923,15.823513,19.129433714285714,25.33334357142857,63.40146514285714,89.18857014285716,0.9989357857142858,1.0021513714285715,2.134825714285714,22.23138864285714,6.2039098571428575,76.29501764285715,25.787105000000018,0.0016077928571428535,22.733256785714286,6.239567571428573,74.56428442857143,23.866554,0.0015920157142857438,21.069471142857143,5.8433139999999995,81.27395007142857,25.18597557142857,0.0015841842857143296
2013-01-20,9,0.9637287,2.891387,6.5633545,17.66611157142857,24.694009142857144,66.50946114285715,95.487665,0.9975550714285715,1.0012729485714285,4.048037007142858,29,0.9879481,2.0100112,8.574883,18.694610714285716,25.814523285714284,64.62905057142856,93.63329071428572,0.9969979071428572,1.0007702385714285,3.1778614185714287,558,1.0,1.740328,22.129124,18.362513857142858,25.427433428571426,64.52543,94.4210417142857,0.9972164242857142,1.0009294285714285,2.5973985857142856,21.894973642857142,7.064919571428568,79.47323585714285,29.895611714285707,0.0018565021428571526,22.254567,7.119912571428568,79.13117064285714,29.004240142857157,0.0018861657142856814,21.180060357142857,7.027897571428575,80.99856307142858,28.97820385714286,0.0018589385714284923
