,casos_2211308,p_rt1_2211308,p_inc100k_2211308,temp_min_2211308,temp_max_2211308,umid_min_2211308,umid_max_2211308,pressao_min_2211308,pressao_max_2211308,precip_tot_2211308,casos_2211001,p_rt1_2211001,p_inc100k_2211001,temp_min_2211001,temp_max_2211001,umid_min_2211001,umid_max_2211001,pressao_min_2211001,pressao_max_2211001,precip_tot_2211001,temp_mean_2211001,temp_amp_2211001,umid_mean_2211001,umid_amp_2211001,pressao_mean_2211001,temp_mean_2211308,temp_amp_2211308,umid_mean_2211308,umid_amp_2211308,pressao_mean_2211308
2010-03-21,0,0.5,0.0,24.72572542857143,33.22154457142857,47.62435885714286,80.46774157142856,0.99548311,1.000527977142857,1.3901970917142858,3,0.7737185,0.34559226,24.58489128571429,33.176295571428575,56.37312542857143,94.40258642857144,0.9953865228571429,0.9997994442857142,4.344949971428571,28.88059342857143,8.591404285714287,75.38785592857144,38.02946100000001,0.002206460714285652,28.973635,8.495819142857144,64.04605021428571,32.8433827142857,0.002522433571428506
2010-03-28,0,0.5,0.0,23.237618714285713,31.33018714285714,55.96824328571428,92.64168342857143,0.9953011585714285,0.9999103657142856,1.8450571857142857,0,0.0,0.0,23.287684857142857,31.581111285714286,64.85716585714286,99.1533457142857,0.9948137914285714,0.9995119942857144,2.960054242857143,27.43439807142857,8.29342642857143,82.00525578571428,34.296179857142846,0.002349101428571476,27.28390292857143,8.092568428571429,74.30496335714285,36.673440142857146,0.0023046035714285318
2010-04-04,0,0.5,0.0,23.461155285714288,32.140210714285715,55.32592457142857,93.62709142857143,0.99461109,0.9993252142857143,1.2868557,2,0.5231741,0.23039484,23.60821114285714,31.404675857142855,67.18509957142858,98.94943285714285,0.9942625171428572,0.99866844,4.2272943142857144,27.506443499999996,7.796464714285715,83.06726621428572,31.764333285714272,0.002202961428571404,27.800683,8.679055428571427,74.476508,38.30116685714286,0.002357062142857136
2010-04-11,0,0.5,0.0,23.471492285714284,30.374128142857142,64.74560742857143,92.89196485714285,0.9949472342857143,0.9996444371428571,6.233175711428572,2,0.63529265,0.23039484,23.99637728571429,30.970934142857143,69.13551628571429,98.82633057142857,0.9944616257142858,0.9989304071428571,2.7243728199999997,27.483655714285717,6.974556857142854,83.98092342857143,29.690814285714282,0.002234390714285661,26.92281021428571,6.902635857142858,78.81878614285714,28.14635742857142,0.0023486014285714063
2010-04-18,0,0.5,0.0,23.288652714285714,32.046042285714286,53.371259571428574,88.54210214285715,0.9959203042857142,1.0000972985714287,0.7532985771428571,2,0.6034619,0.23039484,24.068947857142856,32.00578971428571,64.12364885714285,97.48207771428572,0.9953567342857143,0.9995186357142857,2.642655728571429,28.037368785714285,7.936841857142856,80.8028632857143,33.35842885714287,0.002080950714285712,27.667347499999998,8.757389571428572,70.95668085714286,35.17084257142857,0.0020884971428572485
2010-04-25,0,0.5,0.0,24.023237,32.09174457142857,51.54066814285714,81.92742514285715,0.9959587457142857,1.0004339342857143,0.23224001422857143,4,0.8131887,0.46078968,24.367218,32.39196314285714,60.83335485714286,96.89944942857143,0.9952766542857142,0.9995679942857143,0.6545056985714286,28.379590571428572,8.024745142857142,78.86640214285714,36.06609457142857,0.002145670000000044,28.057490785714286,8.068507571428569,66.73404664285715,30.386757000000003,0.002237594285714295
2010-05-02,0,0.5,0.0,24.308824714285716,32.902631,45.287506,79.74807585714287,0.9962704385714286,1.0009026285714284,0.07826285671428572,4,0.72440225,0.46078968,24.47754785714286,32.929356285714285,54.94091614285714,93.265798,0.9960518242857143,1.0001493914285713,0.15993285857142858,28.703452071428572,8.451808428571425,74.10335707142858,38.32488185714286,0.002048783571428514,28.60572785714286,8.593806285714283,62.51779092857143,34.460569857142865,0.002316094999999907
2010-05-09,0,0.5,0.0,24.283364428571428,33.44734428571429,42.533245,77.38538285714286,0.9957383385714286,1.0005364771428573,0.20444000428571427,3,0.44482806,0.34559226,24.110333999999998,32.33734957142857,58.08360628571428,98.16261957142856,0.9956481257142856,0.9999849485714286,0.4756385514285714,28.223841785714285,8.22701557142857,78.12311292857143,40.07901328571428,0.002168411428571493,28.865354357142856,9.16397985714286,59.95931392857143,34.85213785714286,0.0023990692857143725
2010-05-16,0,0.5,0.0,24.429552142857144,33.778974285714284,42.26678028571428,81.91095371428571,0.9954349114285714,0.9999312857142858,0.3011914285714286,2,0.24125193,0.23039484,24.051797142857144,32.97030228571428,57.62496928571429,97.29426585714285,0.9953531371428571,0.9993429528571429,0.7769528428571428,28.51104971428571,8.91850514285714,77.45961757142857,39.66929657142855,0.0019949078571429024,29.104263214285716,9.34942214285714,62.08886699999999,39.64417342857143,0.002248187142857183
2010-05-23,0,0.5,0.0,24.657008571428573,34.776079714285714,34.85922885714286,70.31583171428572,0.9948327,0.9996389571428572,0.021384286571428573,2,0.31532598,0.23039484,24.19839914285714,34.26928685714286,48.01442257142857,95.39412942857143,0.9946590014285714,0.9989326628571428,0.1946357292857143,29.233843,10.070887714285718,71.704276,47.379706857142864,0.0021368307142856646,29.716544142857146,10.119071142857141,52.587530285714294,35.45660285714286,0.0024031285714286033
2010-05-30,0,0.5,0.0,25.99103657142857,34.64263471428571,37.24859571428571,62.97682057142857,0.9954672828571428,1.0003218757142858,0.054194285714285716,5,0.834427,0.5759871,25.090031142857146,34.821655285714286,45.764077,92.85990771428571,0.9950633971428572,0.9994198428571429,0.2886642774285714,29.955843214285714,9.73162414285714,69.31199235714286,47.09583071428571,0.002178222857142864,30.316835642857143,8.651598142857143,50.112708142857144,25.728224857142855,0.0024272964285714793
2010-06-06,0,0.5,0.0,22.813742714285716,30.912057142857144,53.230267857142856,81.6720837142857,0.99954695,1.0037449857142857,1.2046314142857142,6,0.8558727,0.6911845,23.594722285714287,32.001853,57.636520714285716,88.77103857142856,0.9988981857142857,1.0029094285714286,1.2121728271428573,27.79828764285714,8.40713071428571,73.20377964285714,31.134517857142846,0.002005621428571469,26.86289992857143,8.098314428571427,67.45117578571428,28.44181585714285,0.0020990178571428375
2010-06-13,0,0.5,0.0,22.558511000000003,32.928662714285714,39.356863142857144,78.07323714285714,0.9989972985714285,1.0033781142857143,0.010124285285714286,3,0.315374,0.34559226,23.432769714285715,33.796108,41.72301185714286,85.053,0.9983119728571428,1.0025283,0.017588572285714286,28.614438857142858,10.363338285714281,63.38800592857143,43.32998814285714,0.002108163571428623,27.74358685714286,10.370151714285711,58.71505014285714,38.716373999999995,0.0021904078571429175
2010-06-20,0,0.5,0.0,22.37340442857143,31.043021000000003,47.87487142857143,78.59611271428571,0.9982418700000001,1.0017612999999999,0.9088971427142857,3,0.26787284,0.34559226,24.157610428571427,32.734008857142854,47.17400428571428,75.45025942857144,0.9970773771428572,1.000561007142857,0.9719884857714287,28.445809642857142,8.576398428571427,61.31213185714286,28.27625514285716,0.0017418149999999244,26.708212714285715,8.669616571428573,63.23549207142857,30.721241285714278,0.001759714999999884
2010-06-27,0,0.5,0.0,21.620845285714285,32.24032642857143,38.48010671428572,75.97124628571429,0.9983686242857143,1.0026920714285714,0.03330142857142857,6,0.74874806,0.6911845,22.61471142857143,33.35954928571429,39.44416414285714,78.01722242857143,0.9975040957142857,1.001650942857143,0.033812857142857144,27.98713035714286,10.744837857142858,58.73069328571428,38.57305828571429,0.0020734235714286453,26.93058585714286,10.619481142857143,57.225676500000006,37.49113957142857,0.0021617235714285754
